"No.","Time","Source","Destination","Protocol","Length","Info"
"20","06:06:15.811707","fdac:ca95:d774:0:c018:799a:a25d:b1c","ff02::1:ff00:1","ICMPv6","86","Neighbor Solicitation for fdac:ca95:d774::1 from 2c:f0:5d:3b:bb:7f"
"21","06:06:15.827036","fdac:ca95:d774::cc6","ff02::1:ff00:1","ICMPv6","86","Neighbor Solicitation for fdac:ca95:d774::1 from 60:f4:45:e5:97:53"
"22","06:06:15.914575","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"23","06:06:16.136271","ASRockIn_64:8d:98","Broadcast","ARP","60","Who has 169.254.255.255? Tell 166.104.142.175"
"24","06:06:16.136346","166.104.142.175","166.104.142.255","UDP","305","54915  >  54915 Len=263"
"25","06:06:16.234645","166.104.142.12","255.255.255.255","GVCP","60","> DISCOVERY_CMD "
"26","06:06:16.307276","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"27","06:06:16.458667","166.104.142.12","166.104.142.255","UDP","60","49395  >  gvcp(3956) Len=8"
"28","06:06:16.482700","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0xd05bff CID: 0001000126d0c827286d97b0c7bd "
"29","06:06:16.524155","166.104.142.105","166.104.142.255","NBNS","92","Name query NB BRW606DC7693104<00>"
"30","06:06:16.524305","166.104.142.105","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW606DC7693104.local, ""QM"" question"
"31","06:06:16.524388","fe80::7516:bfa9:c26e:8b78","ff02::fb","MDNS","101","Standard query 0x0000 A BRW606DC7693104.local, ""QM"" question"
"32","06:06:16.524639","fe80::7516:bfa9:c26e:8b78","ff02::1:3","LLMNR","95","Standard query 0x65e3 A BRW606DC7693104"
"33","06:06:16.524727","166.104.142.105","224.0.0.252","LLMNR","75","Standard query 0x65e3 A BRW606DC7693104"
"34","06:06:16.535657","SEMAElec_11:87:92","Broadcast","ARP","60","Who has 166.104.142.1? Tell 166.104.142.172"
"35","06:06:16.613953","fdac:ca95:d774:0:c018:799a:a25d:b1c","ff02::1:ff00:1","ICMPv6","86","Neighbor Solicitation for fdac:ca95:d774::1 from 2c:f0:5d:3b:bb:7f"
"36","06:06:16.827029","fdac:ca95:d774::cc6","ff02::1:ff00:1","ICMPv6","86","Neighbor Solicitation for fdac:ca95:d774::1 from 60:f4:45:e5:97:53"
"37","06:06:16.934836","fe80::7516:bfa9:c26e:8b78","ff02::1:3","LLMNR","95","Standard query 0x65e3 A BRW606DC7693104"
"38","06:06:16.934872","166.104.142.105","224.0.0.252","LLMNR","75","Standard query 0x65e3 A BRW606DC7693104"
"39","06:06:16.983396","ASRockIn_64:8d:98","Broadcast","ARP","60","Who has 169.254.255.255? Tell 166.104.142.175"
"40","06:06:17.119749","::","ff02::2","ICMPv6","62","Router Solicitation"
"41","06:06:17.120687","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"42","06:06:17.133664","166.104.142.175","166.104.142.255","UDP","305","54915  >  54915 Len=263"
"43","06:06:17.137378","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"44","06:06:17.191990","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"45","06:06:17.195811","Netgear_99:86:0a","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:12:a9:c4:e5:20  Cost = 20008  Port = 0x800f"
"46","06:06:17.214938","166.104.142.12","255.255.255.255","GVCP","60","> DISCOVERY_CMD "
"47","06:06:17.273903","166.104.142.105","166.104.142.255","NBNS","92","Name query NB BRW606DC7693104<00>"
"48","06:06:17.371111","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"49","06:06:17.438689","166.104.142.12","166.104.142.255","UDP","60","47172  >  gvcp(3956) Len=8"
"50","06:06:17.524407","166.104.142.105","224.0.0.251","MDNS","81","Standard query 0x0000 A BRW606DC7693104.local, ""QM"" question"
"51","06:06:17.524486","fe80::7516:bfa9:c26e:8b78","ff02::fb","MDNS","101","Standard query 0x0000 A BRW606DC7693104.local, ""QM"" question"
"52","06:06:17.621017","fdac:ca95:d774:0:c018:799a:a25d:b1c","ff02::1:ff00:1","ICMPv6","86","Neighbor Solicitation for fdac:ca95:d774::1 from 2c:f0:5d:3b:bb:7f"
"53","06:06:17.816526","Cisco_10:f4:ba","Broadcast","ARP","60","Who has 166.104.142.189? Tell 166.104.142.1"
"54","06:06:17.824164","fe80::dc34:6dc1:b13d:cc7c","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"55","06:06:17.983736","ASRockIn_64:8d:98","Broadcast","ARP","60","Who has 169.254.255.255? Tell 166.104.142.175"
"56","06:06:18.008790","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"57","06:06:18.024196","166.104.142.105","166.104.142.255","NBNS","92","Name query NB BRW606DC7693104<00>"
"58","06:06:18.136032","166.104.142.175","166.104.142.255","UDP","305","54915  >  54915 Len=263"
"59","06:06:18.210195","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0xa30985 CID: 0001000126d0c827286d97b0c7bd "
"60","06:06:18.218683","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"61","06:06:18.243210","::","ff02::2","ICMPv6","62","Router Solicitation"
"62","06:06:18.244086","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"63","06:06:18.256608","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"64","06:06:18.269858","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"65","06:06:18.353649","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"66","06:06:18.397187","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"67","06:06:18.467654","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0x5ab1a CID: 0001000126d0c827286d97b0c7bd "
"68","06:06:18.497601","::","ff02::2","ICMPv6","62","Router Solicitation"
"69","06:06:18.498370","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"70","06:06:18.507080","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"71","06:06:18.547256","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  37390 [ACK] Seq=1 Ack=1 Win=42 Len=0 TSval=66039484 TSecr=118912"
"72","06:06:18.571025","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","TCP","66","[TCP ACKed unseen segment] 37390  >  https(443) [ACK] Seq=1 Ack=2 Win=3514 Len=0 TSval=119451 TSecr=66034058"
"73","06:06:18.595754","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"74","06:06:18.686948","166.104.142.12","255.255.255.255","GVCP","60","> DISCOVERY_CMD "
"75","06:06:18.910662","166.104.142.12","166.104.142.255","UDP","60","41186  >  gvcp(3956) Len=8"
"76","06:06:18.917058","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"77","06:06:19.133267","ASRockIn_64:8d:98","Broadcast","ARP","60","Who has 169.254.255.255? Tell 166.104.142.175"
"78","06:06:19.133310","166.104.142.175","166.104.142.255","UDP","305","54915  >  54915 Len=263"
"79","06:06:19.215847","Netgear_99:86:0a","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:12:a9:c4:e5:20  Cost = 20008  Port = 0x800f"
"80","06:06:19.326929","fe80::22c2:734:a0b6:6736","ff02::1:2","DHCPv6","152","Solicit XID: 0x8eb952 CID: 0004d730e99997696068a9f5fba33ec12585 IAA: fdac:ca95:d774::9d0 "
"81","06:06:19.327584","fe80::ba27:ebff:fecf:389c","fe80::22c2:734:a0b6:6736","DHCPv6","152","Advertise XID: 0x8eb952 CID: 0004d730e99997696068a9f5fba33ec12585 "
"82","06:06:19.376998","166.104.142.22","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"83","06:06:19.399779","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0x60d449 CID: 0001000126d0c827286d97b0c7bd "
"84","06:06:19.408301","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","TLSv1.2","189","Application Data"
"85","06:06:19.411674","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","TCP","66","https(443)  >  35156 [ACK] Seq=1 Ack=124 Win=313 Len=0 TSval=3599060468 TSecr=1896007165"
"86","06:06:19.419524","::","ff02::2","ICMPv6","62","Router Solicitation"
"87","06:06:19.420366","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"88","06:06:19.433556","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"89","06:06:19.487997","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"90","06:06:19.488163","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"91","06:06:19.557959","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0xff45bc CID: 0001000126d0c827286d97b0c7bd "
"92","06:06:19.593990","::","ff02::2","ICMPv6","62","Router Solicitation"
"93","06:06:19.594825","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"94","06:06:19.631409","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"95","06:06:19.677413","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"96","06:06:19.677613","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0xdb7790 CID: 0001000126d0c827286d97b0c7bd "
"97","06:06:19.702045","::","ff02::2","ICMPv6","62","Router Solicitation"
"98","06:06:19.702825","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"99","06:06:19.725552","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","323","[TCP Previous segment not captured] , Application Data"
"100","06:06:19.730411","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"101","06:06:19.743488","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","TCP","66","[TCP ACKed unseen segment] 37390  >  https(443) [ACK] Seq=1 Ack=259 Win=3574 Len=0 TSval=119568 TSecr=66040662"
"102","06:06:19.748189","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"103","06:06:19.794946","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  37390 [ACK] Seq=259 Ack=48 Win=42 Len=0 TSval=66040732 TSecr=119569"
"104","06:06:19.810499","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"105","06:06:19.834394","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0xdcc161 CID: 0001000126d0c827286d97b0c7bd "
"106","06:06:19.840524","::","ff02::2","ICMPv6","62","Router Solicitation"
"107","06:06:19.841293","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"108","06:06:19.886554","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"109","06:06:19.925185","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"110","06:06:19.940963","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","TLSv1.2","181","Application Data"
"111","06:06:19.956342","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","TLSv1.2","464","Application Data"
"112","06:06:19.959556","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  37390 [ACK] Seq=259 Ack=446 Win=42 Len=0 TSval=66040896 TSecr=119589"
"113","06:06:19.960031","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"114","06:06:19.983397","ASRockIn_64:8d:98","Broadcast","ARP","60","Who has 169.254.255.255? Tell 166.104.142.175"
"115","06:06:19.989780","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","TCP","66","35156  >  https(443) [ACK] Seq=124 Ack=116 Win=1372 Len=0 TSval=1896007783 TSecr=3599060600"
"116","06:06:20.013045","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","TCP","66","37390  >  https(443) [ACK] Seq=446 Ack=306 Win=3574 Len=0 TSval=119595 TSecr=66040897"
"117","06:06:20.021016","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","TLSv1.2","136","Application Data"
"118","06:06:20.024917","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","TCP","66","35156  >  https(443) [ACK] Seq=124 Ack=186 Win=1372 Len=0 TSval=1896007818 TSecr=3599060620"
"119","06:06:20.044544","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"120","06:06:20.087702","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"121","06:06:20.116417","166.104.142.203","dadns.cdnetworks.co.kr","NTP","90","NTP Version 4, client"
"122","06:06:20.120593","dadns.cdnetworks.co.kr","166.104.142.203","NTP","90","NTP Version 4, server"
"123","06:06:20.135687","166.104.142.175","166.104.142.255","UDP","305","54915  >  54915 Len=263"
"124","06:06:20.383276","166.104.142.22","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"125","06:06:20.409334","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"126","06:06:20.462454","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0xa000f2 CID: 0001000126d0c827286d97b0c7bd "
"127","06:06:20.473212","::","ff02::2","ICMPv6","62","Router Solicitation"
"128","06:06:20.474086","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"129","06:06:20.480579","Cisco_10:f4:ba","Broadcast","ARP","60","Who has 166.104.142.233? Tell 166.104.142.1"
"130","06:06:20.492735","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"131","06:06:20.496335","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"132","06:06:20.582120","Netgear_99:86:0a","CDP/VTP/DTP/PAgP/UDLD","CDP","93","Device ID: 3721395RF000A  Port ID: 0/15  "
"133","06:06:20.636109","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"134","06:06:20.650691","166.104.142.12","255.255.255.255","GVCP","60","> DISCOVERY_CMD "
"135","06:06:20.684696","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"136","06:06:20.823747","fe80::dc34:6dc1:b13d:cc7c","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"137","06:06:20.848009","fdac:ca95:d774::cc6","ff02::1:ff00:1","ICMPv6","86","Neighbor Solicitation for fdac:ca95:d774::1 from 60:f4:45:e5:97:53"
"138","06:06:20.874740","166.104.142.12","166.104.142.255","UDP","60","45058  >  gvcp(3956) Len=8"
"139","06:06:20.924145","fe80::22c2:734:a0b6:6736","fe80::ba27:ebff:fecf:389c","DNS","105","Standard query 0xabc0 A colab.research.google.com"
"140","06:06:20.924149","fdac:ca95:d774::9d0","ff02::1:ff00:1","ICMPv6","86","Neighbor Solicitation for fdac:ca95:d774::1 from c8:60:00:30:05:10"
"141","06:06:20.924281","fe80::22c2:734:a0b6:6736","fe80::ba27:ebff:fecf:389c","DNS","105","Standard query 0xd308 AAAA colab.research.google.com"
"142","06:06:20.924537","fe80::ba27:ebff:fecf:389c","fe80::22c2:734:a0b6:6736","DNS","152","Standard query response 0xabc0 A colab.research.google.com CNAME www3.l.google.com A 172.217.163.238"
"143","06:06:20.924727","fe80::ba27:ebff:fecf:389c","fe80::22c2:734:a0b6:6736","DNS","164","Standard query response 0xd308 AAAA colab.research.google.com CNAME www3.l.google.com AAAA 2404:6800:4005:810::200e"
"144","06:06:20.983732","ASRockIn_64:8d:98","Broadcast","ARP","60","Who has 169.254.255.255? Tell 166.104.142.175"
"145","06:06:21.022874","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0x2a945f CID: 0001000126d0c827286d97b0c7bd "
"146","06:06:21.041937","::","ff02::2","ICMPv6","62","Router Solicitation"
"147","06:06:21.042781","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"148","06:06:21.057154","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"149","06:06:21.067077","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"150","06:06:21.133052","166.104.142.175","166.104.142.255","UDP","305","54915  >  54915 Len=263"
"151","06:06:21.205255","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"152","06:06:21.236025","Netgear_99:86:0a","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:12:a9:c4:e5:20  Cost = 20008  Port = 0x800f"
"153","06:06:21.248346","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"154","06:06:21.397660","166.104.142.22","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"155","06:06:21.669804","SEMAElec_11:87:92","Broadcast","ARP","60","Who has 166.104.142.1? Tell 166.104.142.172"
"156","06:06:21.728414","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0xdbf74f CID: 0001000126d0c827286d97b0c7bd "
"157","06:06:21.745076","::","ff02::2","ICMPv6","62","Router Solicitation"
"158","06:06:21.745892","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"159","06:06:21.764245","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"160","06:06:21.847123","fdac:ca95:d774::cc6","ff02::1:ff00:1","ICMPv6","86","Neighbor Solicitation for fdac:ca95:d774::1 from 60:f4:45:e5:97:53"
"161","06:06:21.873212","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"162","06:06:21.921941","fdac:ca95:d774::9d0","ff02::1:ff00:1","ICMPv6","86","Neighbor Solicitation for fdac:ca95:d774::1 from c8:60:00:30:05:10"
"163","06:06:21.961925","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0x6bea3c CID: 0001000126d0c827286d97b0c7bd "
"164","06:06:21.978680","::","ff02::2","ICMPv6","62","Router Solicitation"
"165","06:06:21.979497","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"166","06:06:22.008077","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"167","06:06:22.122689","166.104.142.12","255.255.255.255","GVCP","60","> DISCOVERY_CMD "
"168","06:06:22.128426","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"169","06:06:22.134278","ASRockIn_64:8d:98","Broadcast","ARP","60","Who has 169.254.255.255? Tell 166.104.142.175"
"170","06:06:22.134359","166.104.142.175","166.104.142.255","UDP","305","54915  >  54915 Len=263"
"171","06:06:22.346713","166.104.142.12","166.104.142.255","UDP","60","47243  >  gvcp(3956) Len=8"
"172","06:06:22.377071","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0x204cd2 CID: 0001000126d0c827286d97b0c7bd "
"173","06:06:22.389465","::","ff02::2","ICMPv6","62","Router Solicitation"
"174","06:06:22.390333","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"175","06:06:22.404839","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"176","06:06:22.410357","166.104.142.22","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"177","06:06:22.419187","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"178","06:06:22.483947","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"179","06:06:22.595181","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"180","06:06:22.663951","Netgear_99:86:0a","LLDP_Multicast","LLDP","161","MA/04:a1:51:99:86:08 LA/0/15 120 SysN= SysD=M7100-24X - ProSafe 24-port 10G L2+ Managed Switch, 10.0.1.10, B1.0.0.2 "
"181","06:06:22.783115","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0xdd7b17 CID: 0001000126d0c827286d97b0c7bd "
"182","06:06:22.814047","::","ff02::2","ICMPv6","62","Router Solicitation"
"183","06:06:22.814838","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"184","06:06:22.818352","166.104.142.49","166.104.142.255","DB-LSP-DISC","175","Dropbox LAN sync Discovery Protocol"
"185","06:06:22.826339","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"186","06:06:22.847090","fdac:ca95:d774::cc6","ff02::1:ff00:1","ICMPv6","86","Neighbor Solicitation for fdac:ca95:d774::1 from 60:f4:45:e5:97:53"
"187","06:06:22.853692","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"188","06:06:22.903784","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"189","06:06:22.921962","fdac:ca95:d774::9d0","ff02::1:ff00:1","ICMPv6","86","Neighbor Solicitation for fdac:ca95:d774::1 from c8:60:00:30:05:10"
"190","06:06:22.978008","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0x811b62 CID: 0001000126d0c827286d97b0c7bd "
"191","06:06:22.983422","ASRockIn_64:8d:98","Broadcast","ARP","60","Who has 169.254.255.255? Tell 166.104.142.175"
"192","06:06:23.009925","::","ff02::2","ICMPv6","62","Router Solicitation"
"193","06:06:23.010772","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
"194","06:06:23.025451","fe80::6249:7e54:b0df:9bd3","ff02::16","ICMPv6","330","Multicast Listener Report Message v2"
"195","06:06:23.035068","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"196","06:06:23.126242","fe80::2a6d:97ff:feb0:c7bd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"197","06:06:23.132687","166.104.142.175","166.104.142.255","UDP","305","54915  >  54915 Len=263"
"198","06:06:23.256494","Netgear_99:86:0a","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/00:12:a9:c4:e5:20  Cost = 20008  Port = 0x800f"
"199","06:06:23.446674","fe80::2a6d:97ff:feb0:c7bd","ff02::1:2","DHCPv6","112","Solicit XID: 0x2eabb6 CID: 0001000126d0c827286d97b0c7bd "
"200","06:06:23.466425","::","ff02::2","ICMPv6","62","Router Solicitation"
"201","06:06:23.467237","fe80::ba27:ebff:fecf:389c","ff02::1","ICMPv6","118","Router Advertisement from b8:27:eb:cf:38:9c"
